S.no;World Ranking;Germany Ranking;_University Name;University Name link;Course Type;Course Sub_Type;City;Course Name;Course Germany Ranking;Teaching language;_language Req.;Admission without IELTS/TOEFL;Required German Grade;GRE;"Tution Fee ";Tuition Fee Per;Beginning Semester;Application DeadLine for winter;Application DeadLine for Summer;Duration;Go to course website;Submit application to;Logo URL;Responsible Person;_Daad SIte;Updated on;State;Comment;Tags_Alternate;Uni_Type;Type of Course;;Application Deadline(EU/Non EU);University's Official emails;Fees link;LOI Additional;Study Type;Focus;Target group;Annotation;Admission modus;Admission requirements;Area of study;Admission requirements on Official Webpage;ECTS;Mode of Admission;Study Mode;Admission Test/Interview;Application;Required German Language Test;"Commented by Abhishek ";MGU_LINK
477;1884;84;Berlin School of Applied Sciences (HTW);https://howtoabroad.com/htw-berlin/;Master;Master;Berlin;Master in International Business (MIB);;English;IELTS 7.0/ TOEFL(IBT 95/PBT /CBT)/OTHERS;YES;NA;NA;None;;Summer;;15-Dec;3 semesters;https://mib.htw-berlin.de/;https://mib.htw-berlin.de/applying/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/HTW-Berlin.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3705/;11-June;Brandenburg;;;;;;No information;tina.dommning@code.berlin / admissions@code.berlin;https://code.berlin/de/admission/#tuition;;undergraduate;Communication & Presentation, Customer Discovery & Market Research, KPIs & Data Analysis / Product Marketing, Requirements Engineering, Product Innovation & Definition, Process Management / Partnership Management / Intercultural Management, Product Strategy, Consumer Psychology, Entrepreneurship;;Product managers develop strategies and concepts for digital products, coordinate their development, analyse and evaluate new ideas and are generally true all-rounders. Have you ever wondered how successful products like the iPhone, Spotify or Tiktok are created? We'll tell you! It was a team of interaction designer, software engineer and product manager.;Selection procedure / qualifying examination;;Production Engineering / Economic Sciences, Economics;https://code.berlin/de/admission/#admission;;;;;;;;
478;1198;64;Darmstadt University of Applied Sciences;https://howtoabroad.com/technical-university-darmstadt/;Master;Master;Darmstadt;Master in International Media Cultural Work (IMC);;English;IELTS/ TOEFL(IBT/PBT /CBT)/OTHERS;;;;None;;Winter, Summer;1-Jun;1-Dec;4 semesters;https://h-da.de/studium/studienangebot/studiengaenge/architektur-medien-und-design/international-media-cultural-work-imc-ma;https://imc.mediencampus.h-da.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2022/02/Darmstadt-University-of-Applied-Science.png;Arya;;11-June;Hesse;;;;;;No information;tina.dommning@code.berlin / admissions@code.berlin;https://code.berlin/de/admission/#tuition;;undergraduate;Software Engineering Basics, Programming, Relational Databases / NoSQL Databases /, Natural Language Processing, 2D / 3D Rendering, Web Technology / Data Science and Big Data / BlockChain & Cryptography, Software Modelling and Design Patterns / Mobile Development, Continuous Integration, Build Automation & Deployment, Internet Of Things / Robotics / Machine Learning / Security, Distributed and Parallel Computing;;"Students learn different programming languages and database systems, but also acquire skills in project planning and collaboration.
Software engineers think abstractly, but work practically. They are excellent problem solvers and shape our future society with their code. The Software Engineering course creates and sharpens the theoretical foundations and practical skills for this.";Selection procedure / qualifying examination;;Applied Computer Science / Software Engineering;https://code.berlin/de/admission/#admission;;;;;;;;
479;2248;91;Frankfurt School of Finance & Management;https://howtoabroad.com/frankfurt-school-of-finance-and-management/;Master;Master;Frankfurt;Master in Management;;English;;;;;€9,125;Semester;Winter;30-Jun;;4 semesters;https://www.frankfurt-school.de/en/home/programmes/master/management;https://applymasters.frankfurt-school.de/management;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/203926693_10159324099187200_3269834390113387196_n.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4126/;11-June;Hesse;;;;;;No information;international@khm.de / studoffice@khm.de;Not given;English;undergraduate;Art and Media Science, Film and Television, Art, Literature;;Non-German applicants are required to provide proof of a good command of the German language (level B2, Goethe Institute), since the courses at the KHM are generally held in German. The Kunsthochschule does not offer any language courses itself.;open admission;"Qualification for admission to higher education\; Proof of artistic aptitude.";Fine Arts / Media Studies;https://www.khm.de/bewerbung/;;;;;;;;
480;93;3;(TU) Technical University Munich;https://howtoabroad.com/technical-university-of-munich/;Master;Master;Munich;Master in Management (MSc);5 (For Management);English;;;;NA;None;;Winter;31-May;;4 semesters;https://www.wi.tum.de/programs/master-in-management/;https://campus.tum.de/tumonline/webnav.ini.;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TUM.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4736/;11-June;Bavaria;;;;;;No information;international@khm.de / studoffice@khm.de / studoffice@khm.de;https://www.hochschule-ruhr-west.de/studium/studienfinanzierung/;English;graduate;Film and Television, Art and Media Science, Media Arts, Photography, Literary Writing, Direction, Fine Arts, New Media;"(Media) artists\; newcomers with first professional experience or graduates with relevant qualifications (art, design, film/TV. computer science etc.)";Proof of a good command of the German language (level B2, Goethe Institute) must be provided, since the courses are generally taught in German. The Kunsthochschule (art school) does not offer any language courses itself.;open admission;"Diploma course (4 semesters 'Diploma II'): completed university studies in a relevant field of study or at least 2 years of artistic and creative practice \; Proof of artistic suitability.";;https://www.khm.de/bewerbung/;;;;;;;;
481;93;3;(TU) Technical University Munich;https://howtoabroad.com/technical-university-of-munich/;Master;Master;Heilbronn;Master in Management (MSc) - Heilbronn;5 (For Management);English;;;;NA;None;;Winter;31-May;;4 semesters;https://www.wi.tum.de/programs/master-in-management/;https://campus.tum.de/tumonline/webnav.ini.;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TUM.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5676/;11-June;Baden-Wurttemberg;;;;;;;b.harte@hfk-bremen.de / t.dalter@hfk-bremen.de;Not given;;graduate;;;;Selection procedure / qualifying examination;;;;;;;;;;;
482;399;35;Leibniz University Hannover;https://howtoabroad.com/leibniz-university-hannover/;Master;Master;Hanover;Master in Meteorology;22 (For Meteorology);English;IELTS 6.0/TOEFL(iBT 87)/Others;YES;;NA;None;;Winter, Summer;31-May;30-Nov;4 semesters;https://www.uni-hannover.de/en/studium/studienangebot/info/studiengang/detail/meteorology/;https://www.uni-hannover.de/en/studium/vor-dem-studium/bewerbung-und-zulassung/studienplatzbewerbung/master-application-for-prospective-students-from-outside-the-eu/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/luh.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4703/;11-June;Lower Saxony;;;;;;No information;b.harte@hfk-bremen.de / t.dalter@hfk-bremen.de;Not given;;undergraduate;Painting, Drawing, Print Graphics, Sculpture, Ceramics, New Media, Photography, Video/Film;;;Selection procedure / qualifying examination;artistic entrance examination;;https://www.hfk2020.de/de/studium/kunst-und-design/freie-kunst.php;;;;;;;;
483;406;36;Ulm University;https://howtoabroad.com/university-of-ulm/;Master;Master;Ulm;Master in Molecular and Translational Neuroscience;16 (For Molecular Biology), 14 (For Neuroscience);English;;;;;Varied;;Winter;15-May;;4 semesters;https://www.uni-ulm.de/studium/studieren-an-der-uni-ulm/studiengaenge/studiengangsinfo/course/molecular-and-translational-neuroscience-master/;https://www.uni-ulm.de/studium/bewerbung-und-immatrikulation/masterstudiengaenge/molecular-and-translational-neuroscience-master/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/uni-logo.gif;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4580/;11-June;Baden-Wurttemberg;;;;;;;b.harte@hfk-bremen.de / t.dalter@hfk-bremen.de / dezernat1@hfk-bremen.de;Not given;;graduate;;;;Selection procedure / qualifying examination;"Bachelor/Diplom
artistic-practical entrance examination";Instrumental Music / Music;;;;;;;;;
484;406;36;Ulm University;https://howtoabroad.com/university-of-ulm/;Master;Master;Ulm;Master in Molecular Medicine;16 (For Molecular Biology);English;;;;;Varied;;Winter;15-May;;4 semesters;https://www.uni-ulm.de/studium/studieren-an-der-uni-ulm/studiengaenge/studiengangsinfo/course/molekulare-medizin-master/;https://www.uni-ulm.de/studium/bewerbung-und-immatrikulation/masterstudiengaenge/molecular-medicine-master/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/uni-logo.gif;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6093/;11-June;Baden-Wurttemberg;;;;;;No information;b.harte@hfk-bremen.de / t.dalter@hfk-bremen.de;Not given;;undergraduate;;;;Selection procedure / qualifying examination;Artistic-practical entrance examination;;https://www.hfk2020.de/de/studium/musik/kuenstlerische-ausbildung.php;;;;;;;;
485;436;39;Bielefeld University;https://howtoabroad.com/bielefeld-university/;Master;Master;Bielefeld;Master in Sociology;;English;IELTS 6.5/TOEFL(iBT 87)/Others;YES;;NA;None;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://www.uni-bielefeld.de/fakultaeten/soziologie/studium/international/pdf/Flyer_Sociology_International_Track.pdf;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/BBielefeld.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4267/;11-June;North Rhine-Westphalia;;;;;;;;;;;;;;;;Bioengineering;;90;;On campus;None;"directly at the University

";min DSH 1 / min TDN 3 / Others;;"https://www.mygermanuniversity.com/master/applied-biotechnology/2401
"
486;713;51;University of Kassel;https://howtoabroad.com/university-of-kassel/;Master;Master;Kassel;Master in Sustainable International Agriculture;8 (For Agricultural Science);English;;;;NA;None;;Winter;31-Jan;;4 semesters;https://www.uni-kassel.de/fb11agrar/studium/master-sustainable-international-agriculture;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Kassel.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4308/;11-June;Hesse;;;;;;;;;;;;;;;;Business Administration  / Management & Consulting;;;local admission restriction;On campus;None;"directly at the University (incl. VPD from uni-assist)

";Others;;"https://www.mygermanuniversity.com/master/international-product-and-service-management/838
"
487;481;41;University of Potsdam;https://howtoabroad.com/university-of-potsdam/;Master;Master;Potsdam;Master in Toxicology;50 (For Biology);English;;;;;None;;Winter;1-Jun;;4 semesters;https://www.uni-potsdam.de/en/studium/what-to-study/master/masters-courses-from-a-to-z/toxicology;https://www.uni-potsdam.de/en/studium/application-enrollment/application-master;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/08/University-of-Potsdam.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4697/;11-June;Brandenburg;;;;;;;;;;;;;;;;Electrical Engineering  / Mechanical Engineering  / Computer Science  / Physics Astronomy  / Energy Engineering Processes and Technology  / Renewable Energy  / Sustainability;;;local admission restriction;On campus;None;"directly at the University (incl. VPD from uni-assist)

";min DSH 1 / min TDN 3 / Others;;"https://www.mygermanuniversity.com/master/smart-energy-systems/2417
"
488;536;43;University of Bayreuth;https://howtoabroad.com/university-of-bayreuth/;Master;Master;Bayreuth;Master Intercultural German Studies (Master Interkulturelle Germanistik);;German;;;;;None;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://uni-bayreuth.de/master/interkulturelle-germanistik;https://www.international-office.uni-bayreuth.de/de/studiengangsseiten/master-NICHT-EU/interkulturelle-germanistik-ma/index.html;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-Of-Bayreuth.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4702/;11-June;Bavaria;;;;;;;b.harte@hfk-bremen.de / t.dalter@hfk-bremen.de / dezernat1@hfk-bremen.de;Not given;;graduate;;;;Selection procedure / qualifying examination;"Bachelor/Diplom
artistic-practical entrance examination";;;;;;;;;;
489;131;6;University of Hamburg;https://howtoabroad.com/the-university-of-hamburg/;Master;Master;Hamburg;Master International Business and Sustainability (MIBAS);8 (For International Business);English;IELTS 6.5/TOEFL(iBT 92)/Others;YES;;NA;None;;Winter;31-Mar;;4 semesters;https://www.wiso.uni-hamburg.de/studienbuero-sozialoekonomie/studiengaenge/ma-mibas.html;https://www.stine.uni-hamburg.de/scripts/mgrqispi.dll?APPNAME=CampusNet&PRGNAME=EXTERNALPAGES&ARGUMENTS=-N000000000000001,-N000265,-Astartseite;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-hamburg.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3745/;11-June;Hamburg State;;;;;;No information;b.harte@hfk-bremen.de / t.dalter@hfk-bremen.de;Not given;;undergraduate;;;;Selection procedure / qualifying examination;Artistic-practical entrance examination;;https://www.hfk2020.de/de/studium/musik/kuenstlerische-ausbildung.php;;;;;;;;
490;2195;90;FH Munster – University of Applied Sciences;https://howtoabroad.com/fh-munster-university-of-applied-sciences/;Master;Master;Münster;Master Materials Science and Engineering (MSc);73 (For Materials Science);English;;;;;None;;Winter;31-May;;4 semesters;https://en.fh-muenster.de/studium/studiengaenge/master/masterstudiengaenge.php?studId=191;https://en.fh-muenster.de/studium/studiengaenge/index.php?studId=191;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/12/FH-Munster-University-of-Applied-Sciences.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4873/;11-June;North Rhine-Westphalia;;;;;;;b.harte@hfk-bremen.de / t.dalter@hfk-bremen.de;Not given;;undergraduate;;;;Selection procedure / qualifying examination;Artistic-practical entrance examination;;https://www.hfk2020.de/de/studium/musik/kuenstlerische-ausbildung.php;;;;;;;;
