World Ranking;Germany Ranking;University Name;Course Type;City;Course Name;Course Germany Ranking;Teaching language;Tution Fee (Per semester);Beginning Semester;Duration;Go to course website;Submit application to
73;2;"<a href=""https://howtoabroad.com/heidelberg-university/"" title=""Universität Heidelberg"" rel=""noopener"" target=""_blank"">Universität Heidelberg</a>";Master's degree;Heidelberg;Master of Arts in Transcultural Studies;;English;varied;Winter;4 semesters;"<a href=""https://www.asia-europe.uni-heidelberg.de/en/studies/ma-transcultural-studies.html"" title=""Master of Arts in Transcultural Studies"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.asia-europe.uni-heidelberg.de/en/studies/ma-transcultural-studies/application.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
297;24;"<a href=""https://howtoabroad.com/friedrich-schiller-university-of-jena/"" title=""Friedrich Schiller University Jena"" target=""_blank"" rel=""noopener"">Friedrich Schiller University Jena</a>";PhD / Doctorate;Jena;Abbe School of Photonics – PhD/Doctoral Programme;;English;;Any time;6 semesters;"<a href=""https://www.asp.uni-jena.de/doctoral_program"" title=""Abbe School of Photonics – PhD/Doctoral Programme"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://apply.asp.uni-jena.de/;jsessionid=42D64CDC8880A634D834F5BC75F0E5A3?x=UI11*ONxUyIcBkYLuMYPYNeHj-kCEzc0OI5aqSNINK6Mz3q5Siem3s2SxcXPgSMY"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
536;43;"<a href=""https://howtoabroad.com/university-of-bayreuth/"" title=""University of Bayreuth"" rel=""noopener"" target=""_blank"">University of Bayreuth</a>   ";Master's degree;;Master of Arts in African Verbal and Visual Arts: Languages, Literatures, Media and Art;NA;English;none;Winter;4 semesters;"<a href=""https://www.avva.uni-bayreuth.de/en/index.html"" title=""Master of Arts in African Verbal and Visual Arts: Languages, Literatures, Media and Art"" target=""_blank"" rel=""noopener"">Go to course website</a>";
1696;79;"<a href=""https://howtoabroad.com/btu-cottbus-senftenberg/"" title=""Brandenburg University of Technology Cottbus-Senftenberg"" target=""_blank"" rel=""noopener"">Brandenburg University of Technology Cottbus-Senftenberg</a>";Master's degree;;Biotechnology;69 (For Biology);English;none;Winter, Summer;3 semesters;"<a href=""https://www.b-tu.de/en/biotechnology-ms"" title=""Biotechnology"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://my.uni-assist.de/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
1696;79;"<a href=""https://howtoabroad.com/btu-cottbus-senftenberg/"" title=""Brandenburg University of Technology Cottbus-Senftenberg"" target=""_blank"" rel=""noopener"">Brandenburg University of Technology Cottbus-Senftenberg</a>";Master's degree;;Environmental and Resource Management (MSc);50 (For Environmental Sciences);English;none;Winter;4 semesters;"<a href=""https://www.b-tu.de/en/environment-ms"" title=""Environmental and Resource Management (MSc)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-assist.de/en/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
1696;79;"<a href=""https://howtoabroad.com/btu-cottbus-senftenberg/"" title=""Brandenburg University of Technology Cottbus-Senftenberg"" target=""_blank"" rel=""noopener"">Brandenburg University of Technology Cottbus-Senftenberg</a>";Master's degree;;Heritage Conservation and Site Management;;English;none;Winter;4 semesters;"<a href=""https://www.b-tu.de/en/heritageconservation-ma"" title=""Heritage Conservation and Site Management"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-assist.de/en/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
1696;79;"<a href=""https://howtoabroad.com/btu-cottbus-senftenberg/"" title=""Brandenburg University of Technology Cottbus-Senftenberg"" target=""_blank"" rel=""noopener"">Brandenburg University of Technology Cottbus-Senftenberg</a>";Master's degree;;Euro Hydroinformatics and Water Management;29 (For Hydrology and Water resources management);English;none;Winter;4 semesters;"<a href=""https://www.b-tu.de/en/hydroinformatics-ms"" title=""Euro Hydroinformatics and Water Management"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://master.euroaquae.eu/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
1696;79;"<a href=""https://howtoabroad.com/btu-cottbus-senftenberg/"" title=""Brandenburg University of Technology Cottbus-Senftenberg"" target=""_blank"" rel=""noopener"">Brandenburg University of Technology Cottbus-Senftenberg</a>";Master's degree;;Physics;" 66 (For Physics)";English;none;Winter, Summer;4 semesters;"<a href=""https://www.b-tu.de/en/physics-ms"" title=""Physics"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""http://www.uni-assist.de/en/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
209;17;"<a href=""https://howtoabroad.com/technical-university-of-berlin/"" title=""Technische Universität Berlin  "" target=""_blank"" rel=""noopener"">Technische Universität Berlin  </a>";PhD / Doctorate;Berlin;International Doctoral Programme Computational Neuroscience;40 (For Neuroscience);English;;Winter semester;6 semesters;"<a href=""https://www.bccn-berlin.de/phd-program-computational-neuroscience.html"" title=""International Doctoral Programme Computational Neuroscience"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.bccn-berlin.de/doctoral-program-application.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
124;5;"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"" rel=""noopener"">University of Bonn</a> ";PhD / Doctorate;Bonn;Bonn Graduate School of Economics (BGSE);4 (For Economics);English;;Winter semester;More than 9 semesters;"<a href=""https://www.bgse.uni-bonn.de/en/graduate-programs/m.sc.-in-economic-research-doctoral-program-ph.d./m.sc.-in-economic-research-doctoral-program-ph.d."" title=""Bonn Graduate School of Economics (BGSE)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.bgse.uni-bonn.de/en/apply-to-our-programs/m.sc.-economic-research-doctoral-program-ph.d."" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
124;5;"<a href=""https://howtoabroad.com/university-of-bonn/"" title=""University of Bonn"" target=""_blank"" rel=""noopener"">University of Bonn</a> ";Master's degree;Bonn;Master of Science in Economics;4 (For Economics);English;none;Winter;4 semesters;"<a href=""https://www.bgse.uni-bonn.de/en/graduate-programs/m.sc.-in-economics"" title=""Master of Science in Economics"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://masterapplication.uni-bonn.de/movein/hosted/online/move/movein/portal/studyportal.php?_language=en"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
142;8;"<a href=""https://howtoabroad.com/freie-university-of-berlin/"" title=""Freie Universität Berlin"" rel=""noopener"" target=""_blank"">Freie Universität Berlin</a> ";PhD / Doctorate;Berlin;Berlin Graduate School Muslim Cultures and Societies;;English;;Winter semester;6 semesters;"<a href=""https://www.bgsmcs.fu-berlin.de/"" title=""Berlin Graduate School Muslim Cultures and Societies"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.bgsmcs.fu-berlin.de/application/index.html"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
177;12;"<a href=""https://howtoabroad.com/karlsruhe-institute-of-technology/"" title=""Karlsruhe Institute of Technology"" rel=""noopener"" target=""_blank"">Karlsruhe Institute of Technology</a>  ";PhD / Doctorate;Karlsruhe;BioInterfaces International Graduate School;34 (For Biology);English;;Any time;6 semesters;"<a href=""https://www.bif-igs.kit.edu/"" title=""BioInterfaces International Graduate School"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://intra.bif-igs.kit.edu/gradschool_ssl/intern/reg_registration_for.php?a=0300000000000000000000000000000000000000100005101100000&main=1"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
73;2;"<a href=""https://howtoabroad.com/heidelberg-university/"" title=""Universität Heidelberg"" rel=""noopener"" target=""_blank"">Universität Heidelberg</a>";Master's degree;Heidelberg;Molecular Biosciences MSc;2 (For Molecular Biology);English;varied;Winter;4 semesters;"<a href=""https://www.bio.uni-heidelberg.de/en/mastermolecularbiosciences"" title=""Molecular Biosciences MSc"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.bio.uni-heidelberg.de/en/mscmolbio_application"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern"" rel=""noopener"" target=""_blank"">Technische Universität Kaiserslautern</a>";Master's degree;;Master Biology - Specialisation Microbial & Plant Biotechnology (MPBiotec);53 (For Biology), 42 (For Microbiology);English;none;Winter, Summer;4 semesters;"<a href=""https://www.bio.uni-kl.de/studium-lehre/studiengaenge/master-biology/mpbiotec/"" title=""Master Biology - Specialisation Microbial & Plant Biotechnology (MPBiotec)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-kl.de/international/master/prospective-students/master-programs/master-programs-in-english/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern"" rel=""noopener"" target=""_blank"">Technische Universität Kaiserslautern</a>";Master's degree;;Master Biology - Specialisation Neurobiology (Neuro);48 (For Neuroscience);English;none;Winter, Summer;4 semesters;"<a href=""https://www.bio.uni-kl.de/studium-lehre/studiengaenge/master-biology/neurobiology/"" title=""Master Biology - Specialisation Neurobiology (Neuro)"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://www.uni-kl.de/international/master/prospective-students/master-programs/master-programs-in-english/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
536;43;"<a href=""https://howtoabroad.com/university-of-bayreuth/"" title=""University of Bayreuth"" rel=""noopener"" target=""_blank"">University of Bayreuth</a>   ";Master's degree;;International Master's Programme Biofabrication;35 (For Biology);English;none;Winter, Summer;4 semesters;"<a href=""https://www.biofabrication.uni-bayreuth.de/en/index.html"" title=""International Master's Programme Biofabrication"" target=""_blank"" rel=""noopener"">Go to course website</a>";"<a href=""https://campusonline.uni-bayreuth.de/ubto/"" title=""Submit application"" target=""_blank"" rel=""noopener"">Submit application</a>"
4130;165;"<a href=""https://howtoabroad.com/university-of-wurzburg/"" title=""Julius-Maximilians-Universität Würzburg"" target=""_blank"" rel=""noopener"">Julius-Maximilians-Universität Würzburg</a> ";Master's degree;;Biophysics, Master of Science;5 (For Biophysics);English;none;Winter, Summer;4 semesters;"<a href=""https://www.biologie.uni-wuerzburg.de/en/masterbiosciences/msc-programmes/biophysics/"" title=""Biophysics, Master of Science"" target=""_blank"" rel=""noopener"">Go to course website</a>";Email to : bioeu@uni-wuerzburg.de
4130;165;"<a href=""https://howtoabroad.com/university-of-wurzburg/"" title=""Julius-Maximilians-Universität Würzburg"" target=""_blank"" rel=""noopener"">Julius-Maximilians-Universität Würzburg</a> ";Master's degree;;Protein Chemistry;" 18 (For Chemistry)";English;none;Winter, Summer;4 semesters;"<a href=""https://www.biologie.uni-wuerzburg.de/en/masterbiosciences/msc-programmes/protein-chemistry/"" title=""Protein Chemistry"" target=""_blank"" rel=""noopener"">Go to course website</a>";
4130;165;"<a href=""https://howtoabroad.com/university-of-wurzburg/"" title=""Julius-Maximilians-Universität Würzburg"" target=""_blank"" rel=""noopener"">Julius-Maximilians-Universität Würzburg</a> ";Master's degree;;Systems Biology and Metabolomics;7 (For Biology);English;none;Winter, Summer;4 semesters;"<a href=""https://www.biologie.uni-wuerzburg.de/en/masterbiosciences/msc-programmes/systems-biology-and-metabolomics/"" title=""Systems Biology and Metabolomics"" target=""_blank"" rel=""noopener"">Go to course website</a>";
