_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment
504,722,52,Trier University,<a href="https://howtoabroad.com/trier-university/" title="Trier University" target="_blank" >Trier University</a>,Master's degree,Master of Arts in European and East Asian Governance,,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=1109" title="Bachelor of Science: Human Movement in Sports and Exercise" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/bewerbungsportal/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4816/,,,,
511,722,52,Trier University,<a href="https://howtoabroad.com/trier-university/" title="Trier University" target="_blank" >Trier University</a>,Master's degree,Master of Arts in International Economics and Public Policy (MA IEPP),,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=1163" title="Master of Science in Public Sector Innovation and eGovernance (PIONEER)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://pioneer-master.eu/admission-requirements/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4408/,,,,
568,722,52,Trier University,<a href="https://howtoabroad.com/trier-university/" title="Trier University" target="_blank" >Trier University</a>,Master's degree,Master of Science in Applied Statistics,,English,,,,,none,Winter& Summer,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=1164" title="Sports"," Exercise and Human Performance" target="_blank" rel="noopener">Go to course website</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4679/,,,Phase 3,
598,722,52,Trier University,<a href="https://howtoabroad.com/trier-university/" title="Trier University" target="_blank" >Trier University</a>,Master's degree,Master of Science in Data Science,,English,,,,,none,Winter& Summer,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=1178" title="Comparative Public Governance" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.utwente.nl/en/education/master/programmes/european-studies/double-degree/#apply" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5351/,Amar,,Phase 1,
607,722,52,Trier University,<a href="https://howtoabroad.com/trier-university/" title="Trier University" target="_blank" >Trier University</a>,Master's degree,Master of Science in Economics,,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=1189" title="Master of Science Mathematics M�nster" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4236/,,,Phase 4,
622,722,52,Trier University,<a href="https://howtoabroad.com/trier-university/" title="Trier University" target="_blank" >Trier University</a>,Master's degree,Master of Science in Geoinformatics,,English,,,,,none,Winter& Summer,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=1190" title="Master of Science in Physics" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/bewerbungsportal/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6304/,,,Phase 3,
1104,3016,118,Trier University of Applied Sciences,<a href="https://howtoabroad.com/trier-university-of-applied-sciences/" title="Trier University of Applied Sciences" target="_blank" >Trier University of Applied Sciences</a>,Bachelor's degree,Sustainable Business and Technology,,English,,,,,none,Winter,,6 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=581" title="Geospatial Technologies (MSc)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/bewerbungsportal/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4705/,,,,
99,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,Computational Materials Science (CMS),,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=645" title="Books � Literature � Culture � Language: National and Transnational Studies (MA)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/bewerbungsportal/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4288/,,,Phase 4,wrong rank mentioned in post
187,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,EMerald Master's Course in Resources Engineering,,English,,,,,varied,Winter,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=747" title="British"," American and Postcolonial Studies (MA)" target="_blank" rel="noopener">Go to course website</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5349/,,,,
259,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,Geomatics for Mineral Resource Management (MGMRM),,English,,,,,none,Winter& Summer,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=755" title="Master of German Law (LLM)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/bewerbungsportal/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6283/,,,Phase 5,
364,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,International Master in Groundwater Management,,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=780" title="European Master in Classical Cultures (EMCC)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/bewerbungsportal/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4271/,,,,
370,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,International Master of Science in Sustainable and Innovative Natural Resource Management (SINReM),,English,,,,,varied,Winter,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=786" title="Social Anthropology / Sozialanthropologie" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/bewerbungsportal/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4851/,,,,
375,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,International Master's in Geoscience,,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-muenster.de/ZSB/studienfuehrer/zeigefach.php?nr=811" title="International and European Governance" target="_blank" rel="noopener">Go to course website</a>,<a href="https://studienbewerbung.uni-muenster.de/bewerbungsportal/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4283/,,,,
702,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,Master of Sustainable Mining and Remediation Management (MoRe),,English,,,,,none,Winter& Summer,,3 semesters,<a href="https://www.uni-osnabrueck.de/studieninteressierte/studiengaenge-a-z/cognitive-science-master-of-science/" title="Cognitive Science (MSc)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.ikw.uni-osnabrueck.de/en/courses_of_study/master_program/cognitive_science_msc/application.html" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4446/,,,Phase 5,
767,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,MBA International Business in Developing and Emerging Markets (IBDEM),,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-paderborn.de/en/studyoffer/course_of_study/international-economics-and-management-master" title="Master of Science in International Economics and Management" target="_blank" rel="noopener">Go to course website</a>,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4018/,,,,
771,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,MBA International Management of Resources & Environment (IMRE),,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-passau.de/en/msc-compmaths/" title="Master of Science in Computational Mathematics" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.uni-passau.de/en/apply/?pk_campaign=DAADIPG" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3732/,,,,
777,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,Mechanical and Process Engineering,,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-passau.de/en/msc-ieb/" title="Master of Science in International Economics and Business" target="_blank" rel="noopener">Go to course website</a>,<a href="http://www.uni-passau.de/en/apply/?pk_campaign=DAADIPG" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7028/,Amar,,Phase 1,
792,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,Metallic Materials Technology,,English,,,,,none,Winter& Summer,,3 semesters,<a href="https://www.uni-potsdam.de/en/mnfakul/study-and-teaching/master/astrophysics" title="Astrophysics" target="_blank" rel="noopener">Go to course website</a>,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5232/,,,Phase 5,
943,1128,61,TU Bergakademie Freiberg,<a href="https://howtoabroad.com/tu-bergakademie-freiberg/" title="TU Bergakademie Freiberg" target="_blank" >TU Bergakademie Freiberg</a>,Master's degree,Technology and Application of Inorganic Engineering Materials,,English,,,,,none,Winter,,4 semesters,<a href="https://www.uni-potsdam.de/en/studium/what-to-study/master/masters-courses-from-a-to-z/anglophone-modernities-in-literature-and-culture-master" title="Anglophone Modernities in Literature and Culture" target="_blank" rel="noopener">Go to course website</a>,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5231/,,,Phase 2,
