_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,City,Course Name,Course Germany Ranking,Teaching language,_language Req.,_Admission without IELTS/TOEFL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine for winter,Application DeadLine for Summer,Duration,_Go to course website,Go to course website,_Submit application to,Submit application to,Post writing ,_Daad SIte,Updated By,Checked By,Comment,@
1358,360,31,Saarland University,"<a href=""https://howtoabroad.com/saarland-university/"" title=""Saarland University"" rel=""noopener"" target=""_blank"">Saarland University</a> ",Bachelor's degree,Saarbrücken,German-French-Luxembourgish Study Course in Physics, 30 (For Physics),"German,English",,,,,None,Winter,30-Sep,,6 semesters,https://www.uni-saarland.de/en/study/programmes/bachelor/physics-bachelor.html,"<a href=""https://www.uni-saarland.de/en/study/programmes/bachelor/physics-bachelor.html"" title=""German-French-Luxembourgish Study Course in Physics"" target=""_blank"">Go to course website</a>",https://www.uni-saarland.de/en/study/application/enrolment.html,"<a href=""https://www.uni-saarland.de/en/study/application/enrolment.html"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 16,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6887/,,,,
1447,360,31,Saarland University,"<a href=""https://howtoabroad.com/saarland-university/"" title=""Saarland University"" rel=""noopener"" target=""_blank"">Saarland University</a> ",Bachelor's degree,Saarbrücken,Transatlantic Double Bachelor in Materials Science and Mechanical Engineering (Atlantis),"18 (For Materials Science), 27 (For Mechanical Engineering)",German,,,,,Varied,"Summer, Winter",15-Jul,15-Dec,8 semesters,https://www.uni-saarland.de/en/study/programmes/bachelor/materials-science-atlantis.html,"<a href=""https://www.uni-saarland.de/en/study/programmes/bachelor/materials-science-atlantis.html"" title=""Transatlantic Double Bachelor in Materials Science and Mechanical Engineering (Atlantis)"" target=""_blank"">Go to course website</a>",https://www.eusmat.net/international-studies/bachelor/atlantis/information-for-americans/,"<a href=""https://www.eusmat.net/international-studies/bachelor/atlantis/information-for-americans/"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6096/,,,,
1486,360,31,Saarland University  ,"<a href=""https://howtoabroad.com/saarland-university/"" title=""Saarland University  "" target=""_blank"">Saarland University  </a>",Master's degree,Saarbrücken,Saarbrücken Graduate School of Computer Science,,English,,,,,None,"Summer, Winter",30-Apr,30-Oct,8 semesters,https://www.graduateschool-computerscience.de/structure-2/,"<a href=""https://www.graduateschool-computerscience.de/structure-2/"" title=""Saarbrücken Graduate School of Computer Science"" target=""_blank"">Go to course website</a>",https://www.graduateschool-computerscience.de/online-application/,"<a href=""https://www.graduateschool-computerscience.de/online-application/"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3645/,,,,
1573,360,31,Saarland University  ,"<a href=""https://howtoabroad.com/saarland-university/"" title=""Saarland University  "" target=""_blank"">Saarland University  </a>",PhD / Doctorate,Saarbrücken,International PhD Programme: Science and Health in Football,8 (For Sports / Exercise science),English,,,,,None,Any time,Any time,,6 semesters,http://sportmedizin-saarbruecken.de/de/node/93,"<a href=""http://sportmedizin-saarbruecken.de/de/node/93"" title=""International PhD Programme: Science and Health in Footbal"" target=""_blank"">Go to course website</a>",http://sportmedizin-saarbruecken.de/de/node/107,"<a href=""http://sportmedizin-saarbruecken.de/de/node/107"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4720/,,,,
169,366,32,Martin Luther University Halle-Wittenberg,"<a href=""https://howtoabroad.com/martin-luther-university-halle-wittenberg/"" title=""Martin Luther University Halle-Wittenberg"" target=""_blank"">Martin Luther University Halle-Wittenberg</a>",Master's degree,Halle,Economics: Data Science and Policy,"57 (For Economics), 61 (For Data Science)",English,YES,,NA,NA,None,Winter,15-Jun,,4 semesters,https://studienangebot.uni-halle.de/economics-data-science-and-policy-master-120,"<a href=""https://studienangebot.uni-halle.de/economics-data-science-and-policy-master-120"" title=""Economics: Data Science and Policy"" target=""_blank"">Go to course website</a>",https://www.uni-assist.de/en/,"<a href=""https://www.uni-assist.de/en/"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 1,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7036/,,,,
673,366,32,Martin Luther University Halle-Wittenberg,"<a href=""https://howtoabroad.com/martin-luther-university-halle-wittenberg/"" title=""Martin Luther University Halle-Wittenberg"" target=""_blank"">Martin Luther University Halle-Wittenberg</a>",Master's degree,Halle,Master of Science in Polymer Materials Science,19 (For Materials Science),English,IELTS 6.0 / TOEFL(IBT/PBT 550 /CBT 213 )/OTHERS,YES,NA,NA,None,Winter,30-Apr,,4 semesters,https://studienangebot.uni-halle.de/polymer-materials-science-master-120,"<a href=""https://studienangebot.uni-halle.de/polymer-materials-science-master-120"" title=""Master of Science in Polymer Materials Science"" target=""_blank"">Go to course website</a>",https://www.uni-assist.de/en/,"<a href=""https://www.uni-assist.de/en/"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 4,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3605/,,,,
1028,366,32,Martin Luther University Halle-Wittenberg,"<a href=""https://howtoabroad.com/martin-luther-university-halle-wittenberg/"" title=""Martin Luther University Halle-Wittenberg"" target=""_blank"">Martin Luther University Halle-Wittenberg</a>",Bachelor's degree,Halle,Business Economics,"57 (For Economics), 58 (For Business)",English,,,,,None,Winter,15-Jul,,6 semesters,https://studienangebot.uni-halle.de/business-economics-bachelor-180,"<a href=""https://studienangebot.uni-halle.de/business-economics-bachelor-180"" title=""Business Economics"" target=""_blank"">Go to course website</a>",https://www.uni-assist.de/en/,"<a href=""https://www.uni-assist.de/en/"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 10,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3744/,,,,
1564,366,32,Martin Luther University Halle-Wittenberg  ,"<a href=""https://howtoabroad.com/martin-luther-university-halle-wittenberg/"" title=""Martin Luther University Halle-Wittenberg"" target=""_blank"">Martin Luther University Halle-Wittenberg</a>",PhD / Doctorate,Halle,Integrated Research Training Group (iRTG) Polymers: Random Coils and Beyond,16 (For Polymer Science),English,,,,,,Any time,varied,,7 semesters,https://blogs.urz.uni-halle.de/irtgpolymers/,"<a href=""https://blogs.urz.uni-halle.de/irtgpolymers/"" title=""Integrated Research Training Group (iRTG) Polymers: Random Coils and Beyond"" target=""_blank"">Go to course website</a>",https://blogs.urz.uni-halle.de/irtgpolymers/application-procedure-and-requirements/,"<a href=""https://blogs.urz.uni-halle.de/irtgpolymers/application-procedure-and-requirements/"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4339/,,,,
210,388,33,University of Duisburg-Essen,"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ",Master's degree,Essen,Environmental Toxicology,"36 (For Biology), 42 (For Environmental Sciences)",English,,,,,None,Winter,15-Jul,,4 semesters,https://www.uni-due.de/studienangebote/studiengang.php?id=40,"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=40"" title=""Environmental Toxicology"" target=""_blank"">Go to course website</a>",https://www.uni-due.de/studienangebote/studiengang.php?id=40,"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=40"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 9,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6258/,,,,
500,388,33,University of Duisburg-Essen,"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ",Master's degree,Duisburg,Master of Arts in Contemporary East Asian Studies (MA CEAS),,English,IELTS/TOEFL,NO,2.5,NA,None,Winter,15-Jul,,4 semesters,https://www.uni-due.de/in-east/study_programs/ma_ceas/,"<a href=""https://www.uni-due.de/in-east/study_programs/ma_ceas/"" title=""Master of Arts in Contemporary East Asian Studies (MA CEAS)"" target=""_blank"">Go to course website</a>",https://www.uni-due.de/in-east/study_programs/ma_ceas/prospective_students.php,"<a href=""https://www.uni-due.de/in-east/study_programs/ma_ceas/prospective_students.php"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 8,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3861/,,,,
513,388,33,University of Duisburg-Essen,"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ",Master's degree,Duisburg,Master of Arts in Modern East Asian Studies (MA MEAS),,English,,,,,None,Winter,31-Jul,,2 semesters,https://www.uni-due.de/studienangebote/studiengang.php?id=76,"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=76"" title=""Master of Arts in Modern East Asian Studies (MA MEAS)"" target=""_blank"">Go to course website</a>",https://www.uni-due.de/in-east/study_programs/ma_meas/prospective_students.php#procedure,"<a href=""https://www.uni-due.de/in-east/study_programs/ma_meas/prospective_students.php#procedure"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 10,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4280/,,,,
688,388,33,University of Duisburg-Essen,"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ",Master's degree,Essen,Master of Science in Transnational Ecosystem-Based Water Management (TWM),"26 (For Management), 37 For Hydrology and Water resources management)",English,,,,,EUR 1000,"Summer, Winter",15-Sep,15-Mar,4 semesters,https://www.uni-due.de/studienangebote/studiengang.php?id=103,"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=103"" title=""Master of Science in Transnational Ecosystem-Based Water Management (TWM)"" target=""_blank"">Go to course website</a>",https://www.uni-due.de/international/application.php,"<a href=""https://www.uni-due.de/international/application.php"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3825/,,,,
689,388,33,University of Duisburg-Essen,"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ",Master's degree,Essen,Master of Science in Water Science,37 (For Hydrology and Water resources management),English,IELTS 6.5/ TOEFL(IBT 100/PBT/CBT)/OTHERS,YES,NA,NA,None,Winter,15-Jun,,4 semesters,https://www.uni-due.de/studienangebote/studiengang.php?id=107,"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=107"" title=""Master of Science in Water Science"" target=""_blank"">Go to course website</a>",https://campus.uni-due.de/applyonline/,"<a href=""https://campus.uni-due.de/applyonline/"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 4,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3897/,,,,
1109,388,33,University of Duisburg-Essen,"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ",Master's degree,Duisburg,Automation and Safety,8 ( For Automation and Control),"German,English",,,,,None,"Summer, Winter",15-Sep,15-Mar,4 semesters,https://www.uni-due.de/studienangebote/studiengang.php?id=11,"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=11"" title=""Automation and Safety"" target=""_blank"">Go to course website</a>",https://www.uni-due.de/studierendensekretariat/bewerbung.shtml,"<a href=""https://www.uni-due.de/studierendensekretariat/bewerbung.shtml"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 17,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6154/,,,,
1124,388,33,University of Duisburg-Essen,"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ",Master's degree,Duisburg,Communications Engineering,,"German,English",,,,,None,"Summer, Winter",15-Sep,15-Mar,4 semesters,https://www.uni-due.de/studienangebote/studiengang.php?id=144,"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=144"" title=""Communications Engineering"" target=""_blank"">Go to course website</a>",https://www.uni-due.de/studierendensekretariat/bewerbung.shtml,"<a href=""https://www.uni-due.de/studierendensekretariat/bewerbung.shtml"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 17,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6246/,,,,
1125,388,33,University of Duisburg-Essen,"<a href=""https://howtoabroad.com/university-of-duisburg-essen/"" title=""University of Duisburg-Essen"" rel=""noopener"" target=""_blank"">University of Duisburg-Essen</a> ",Master's degree,Duisburg,Computational Mechanics,,"German,English",,,,,None,"Summer, Winter",15-Sep,15-Mar,4 semesters,https://www.uni-due.de/studienangebote/studiengang.php?id=25,"<a href=""https://www.uni-due.de/studienangebote/studiengang.php?id=25"" title=""Computational Mechanics"" target=""_blank"">Go to course website</a>",https://www.uni-due.de/studierendensekretariat/bewerbung.shtml,"<a href=""https://www.uni-due.de/studierendensekretariat/bewerbung.shtml"" title=""Submit application"" target=""_blank"">Submit application</a>",Phase 17,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6249/,,,,
